doc_id,family,ok_opus,ok_gpt5,accepted,items_opus,items_gpt5,items_both,n_issues_opus,n_issues_gpt5
sql_join_style__t110,sql_join_style,False,False,False,padding wrong_task,padding,padding,4,16
sql_join_style__t111,sql_join_style,False,False,False,padding wrong_task,padding,padding,5,8
sql_join_style__t112,sql_join_style,False,True,False,padding,,,5,0
sql_join_style__t113,sql_join_style,False,False,False,fake_decision invalid line_correspondence meaning_change padding,extra_change invalid padding scope_creep,invalid padding,7,19
sql_join_style__t114,sql_join_style,False,False,False,artefact inconsistent_convention padding,inconsistent_convention invalid padding,inconsistent_convention padding,4,5
sql_join_style__t115,sql_join_style,False,False,False,extra_change line_correspondence padding wrong_task,inconsistent_convention wrong_task,wrong_task,5,4
sql_join_style__t116,sql_join_style,False,False,False,artefact inconsistent_convention padding,inconsistent_convention,inconsistent_convention,3,4
sql_join_style__t117,sql_join_style,False,False,False,inconsistent_convention padding wrong_task,inconsistent_convention wrong_task,inconsistent_convention wrong_task,4,4
sql_join_style__t118,sql_join_style,False,False,False,inconsistent_convention padding wrong_task,inconsistent_convention padding,inconsistent_convention padding,4,4
sql_join_style__t119,sql_join_style,False,False,False,padding wrong_task,wrong_task,wrong_task,4,2
sql_join_style__t120,sql_join_style,False,True,False,padding,,,6,0
sql_join_style__t121,sql_join_style,False,True,False,padding too_few_or_bunched wrong_task,,,5,0
sql_join_style__t122,sql_join_style,False,False,False,extra_change meta_comment padding wrong_task,meta_comment padding,meta_comment padding,4,9
sql_join_style__t123,sql_join_style,False,False,False,inconsistent_convention line_correspondence padding,extra_change inconsistent_convention padding,inconsistent_convention padding,3,12
sql_join_style__t124,sql_join_style,False,False,False,inconsistent_convention padding wrong_task,invalid,,3,8
sql_join_style__t125,sql_join_style,False,True,False,padding,,,2,0
sql_join_style__t126,sql_join_style,False,False,False,inconsistent_convention padding,inconsistent_convention padding,inconsistent_convention padding,4,11
sql_join_style__t127,sql_join_style,False,True,False,fake_decision padding,,,4,0
sql_join_style__t128,sql_join_style,False,False,False,meta_comment padding too_few_or_bunched,meta_comment padding,meta_comment padding,3,5
sql_join_style__t129,sql_join_style,False,False,False,artefact padding wrong_task,inconsistent_convention padding wrong_task,padding wrong_task,5,7
sql_join_style__t130,sql_join_style,False,False,False,extra_change invalid meaning_change padding,extra_change invalid,extra_change invalid,6,4
sql_join_style__t131,sql_join_style,False,False,False,inconsistent_convention line_correspondence padding wrong_task,inconsistent_convention line_correspondence,inconsistent_convention line_correspondence,5,2
sql_join_style__t132,sql_join_style,False,False,False,inconsistent_convention invalid padding wrong_task,family_rule padding wrong_task,padding wrong_task,6,12
sql_join_style__t133,sql_join_style,False,False,False,artefact padding wrong_task,padding,padding,4,9
sql_join_style__t134,sql_join_style,False,False,False,inconsistent_convention padding,inconsistent_convention padding wrong_task,inconsistent_convention padding,4,6
sql_join_style__t135,sql_join_style,False,False,False,inconsistent_convention padding,inconsistent_convention padding,inconsistent_convention padding,3,10
sql_join_style__t136,sql_join_style,False,True,False,padding,,,3,0
sql_join_style__t137,sql_join_style,False,False,False,padding wrong_task,padding,padding,6,7
sql_join_style__t139,sql_join_style,False,False,False,inconsistent_convention padding,inconsistent_convention invalid,inconsistent_convention,4,4
sql_join_style__t140,sql_join_style,False,False,False,meta_comment padding,meta_comment padding,meta_comment padding,4,9
sql_join_style__t141,sql_join_style,False,False,False,artefact padding,inconsistent_convention padding,padding,4,11
sql_join_style__t142,sql_join_style,False,True,False,padding,,,4,0
sql_join_style__t143,sql_join_style,False,True,False,fake_decision padding,,,5,0
sql_join_style__t144,sql_join_style,False,False,False,family_rule meaning_change meta_comment padding,meta_comment padding wrong_task,meta_comment padding,4,21
sql_join_style__t145,sql_join_style,False,False,False,inconsistent_convention padding,padding,padding,9,8
sql_join_style__t146,sql_join_style,False,False,False,inconsistent_convention padding wrong_task,family_rule inconsistent_convention padding,inconsistent_convention padding,6,14
sql_join_style__t147,sql_join_style,False,False,False,fake_decision inconsistent_convention meta_comment padding,family_rule meta_comment padding,meta_comment padding,5,13
sql_join_style__t148,sql_join_style,False,False,False,padding,padding,padding,7,7
sql_join_style__t149,sql_join_style,False,False,False,padding wrong_task,padding,padding,5,7
sql_join_style__t150,sql_join_style,False,True,False,padding,,,3,0
sql_join_style__t151,sql_join_style,False,False,False,padding wrong_task,invalid,,4,2
sql_join_style__t152,sql_join_style,False,False,False,artefact inconsistent_convention padding,inconsistent_convention padding wrong_task,inconsistent_convention padding,4,19
sql_join_style__t153,sql_join_style,False,False,False,inconsistent_convention meta_comment padding scope_creep,inconsistent_convention meta_comment padding,inconsistent_convention meta_comment padding,5,10
sql_join_style__t154,sql_join_style,False,False,False,inconsistent_convention padding wrong_task,family_rule padding,padding,6,11
sql_join_style__t155,sql_join_style,False,False,False,fake_decision inconsistent_convention meta_comment padding,inconsistent_convention padding,inconsistent_convention padding,4,10
sql_join_style__t156,sql_join_style,False,False,False,artefact padding too_few_or_bunched,padding,padding,4,10
sql_join_style__t157,sql_join_style,False,False,False,inconsistent_convention line_correspondence,family_rule inconsistent_convention,inconsistent_convention,3,4
sql_join_style__t158,sql_join_style,False,False,False,inconsistent_convention padding,inconsistent_convention padding,inconsistent_convention padding,4,4
sql_join_style__t159,sql_join_style,False,False,False,extra_change invalid padding wrong_task,invalid,invalid,4,10
sql_join_style__t160,sql_join_style,False,True,False,padding,,,3,0
sql_join_style__t162,sql_join_style,False,False,False,invalid padding,invalid padding,invalid padding,3,24
sql_join_style__t164,sql_join_style,False,False,False,padding,wrong_task,,3,2
sql_join_style__t166,sql_join_style,False,False,False,invalid padding,invalid,invalid,4,4
sql_join_style__t167,sql_join_style,False,False,False,artefact padding wrong_task,extra_change padding,padding,3,13
sql_join_style__t168,sql_join_style,False,True,False,padding wrong_task,,,4,0
sql_join_style__t169,sql_join_style,False,True,False,padding,,,6,0
sql_join_style__t171,sql_join_style,False,False,False,inconsistent_convention invalid padding,inconsistent_convention,inconsistent_convention,4,2
sql_join_style__t172,sql_join_style,False,True,False,artefact padding,,,6,0
sql_join_style__t173,sql_join_style,False,True,False,padding,,,2,0
sql_join_style__t174,sql_join_style,False,True,False,inconsistent_convention padding,,,4,0
sql_join_style__t175,sql_join_style,False,False,False,fake_decision padding too_few_or_bunched,fake_decision padding,fake_decision padding,6,10
sql_join_style__t176,sql_join_style,False,True,False,padding too_few_or_bunched,,,6,0
sql_join_style__t178,sql_join_style,False,True,False,padding,,,4,0
sql_join_style__t179,sql_join_style,False,False,False,meta_comment padding too_few_or_bunched,meta_comment padding too_few_or_bunched,meta_comment padding too_few_or_bunched,5,10
sql_join_style__t180,sql_join_style,False,False,False,inconsistent_convention padding,family_rule inconsistent_convention,inconsistent_convention,3,6
sql_join_style__t181,sql_join_style,False,False,False,fake_decision padding too_few_or_bunched,fake_decision padding,fake_decision padding,3,9
sql_join_style__t182,sql_join_style,False,False,False,inconsistent_convention padding,inconsistent_convention padding,inconsistent_convention padding,4,5
sql_join_style__t183,sql_join_style,False,False,False,padding,invalid padding,padding,4,5
sql_join_style__t184,sql_join_style,False,False,False,inconsistent_convention padding wrong_task,family_rule inconsistent_convention,inconsistent_convention,3,2
sql_join_style__t185,sql_join_style,False,False,False,padding,line_correspondence,,5,5
sql_join_style__t186,sql_join_style,False,True,False,padding wrong_task,,,4,0
sql_join_style__t187,sql_join_style,False,False,False,inconsistent_convention invalid padding wrong_task,inconsistent_convention invalid,inconsistent_convention invalid,5,11
sql_join_style__t188,sql_join_style,False,False,False,extra_change inconsistent_convention padding,inconsistent_convention,inconsistent_convention,3,2
sql_join_style__t189,sql_join_style,False,False,False,meta_comment padding,meta_comment padding,meta_comment padding,4,9
sql_join_style__t190,sql_join_style,False,False,False,meta_comment padding,meta_comment padding wrong_task,meta_comment padding,3,5
sql_join_style__t192,sql_join_style,False,False,False,padding wrong_task,padding,padding,4,1
sql_join_style__t193,sql_join_style,False,False,False,invalid padding wrong_task,invalid,invalid,3,5
sql_join_style__t194,sql_join_style,False,False,False,artefact padding wrong_task,padding,padding,4,2
sql_join_style__t195,sql_join_style,False,False,False,padding,padding,padding,3,9
sql_join_style__t196,sql_join_style,False,True,False,artefact padding,,,3,0
sql_join_style__t197,sql_join_style,False,False,False,meta_comment padding,invalid meta_comment,meta_comment,5,3
sql_join_style__t198,sql_join_style,False,True,False,padding,,,3,0
sql_join_style__t199,sql_join_style,False,False,False,invalid padding wrong_task,invalid,invalid,3,2
sql_join_style__t200,sql_join_style,False,False,False,padding,invalid,,4,2
sql_join_style__t201,sql_join_style,False,False,False,padding wrong_task,invalid,,4,2
sql_join_style__t202,sql_join_style,False,False,False,padding too_few_or_bunched,padding,padding,4,1
sql_join_style__t203,sql_join_style,False,False,False,invalid meta_comment padding,invalid line_correspondence,invalid,3,13
sql_join_style__t204,sql_join_style,False,False,False,meta_comment padding,padding,padding,5,9
sql_join_style__t205,sql_join_style,False,False,False,padding,padding,padding,3,2
sql_join_style__t206,sql_join_style,False,False,False,inconsistent_convention padding,family_rule inconsistent_convention,inconsistent_convention,4,2
sql_join_style__t207,sql_join_style,False,False,False,invalid meaning_change padding,invalid meaning_change,invalid meaning_change,3,5
sql_join_style__t208,sql_join_style,False,False,False,padding,scope_creep,,3,6
sql_join_style__t210,sql_join_style,False,False,False,padding,padding,padding,2,3
sql_join_style__t211,sql_join_style,False,False,False,padding,padding,padding,4,8
sql_join_style__t213,sql_join_style,False,False,False,artefact padding wrong_task,invalid padding,padding,4,6
sql_join_style__t214,sql_join_style,False,True,False,fake_decision padding wrong_task,,,3,0
sql_keyword_case__t001,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,2,3
sql_keyword_case__t002,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t003,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,4,6
sql_keyword_case__t004,sql_keyword_case,True,False,False,,fake_decision,,0,7
sql_keyword_case__t005,sql_keyword_case,True,False,False,,fake_decision scope_creep,,0,5
sql_keyword_case__t006,sql_keyword_case,False,False,False,wrong_task,fake_decision wrong_task,wrong_task,1,8
sql_keyword_case__t007,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t008,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,3,10
sql_keyword_case__t009,sql_keyword_case,True,False,False,,fake_decision,,0,4
sql_keyword_case__t010,sql_keyword_case,True,False,False,,fake_decision,,0,2
sql_keyword_case__t011,sql_keyword_case,True,False,False,,fake_decision,,0,2
sql_keyword_case__t012,sql_keyword_case,False,False,False,fake_decision,fake_decision scope_creep,fake_decision,3,13
sql_keyword_case__t013,sql_keyword_case,True,False,False,,fake_decision,,0,18
sql_keyword_case__t014,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,3,13
sql_keyword_case__t015,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t016,sql_keyword_case,True,False,False,,fake_decision,,0,2
sql_keyword_case__t017,sql_keyword_case,True,False,False,,fake_decision,,0,2
sql_keyword_case__t018,sql_keyword_case,True,False,False,,extra_change,,0,1
sql_keyword_case__t019,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t020,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,2,12
sql_keyword_case__t021,sql_keyword_case,True,False,False,,fake_decision,,0,2
sql_keyword_case__t022,sql_keyword_case,True,False,False,,fake_decision,,0,1
sql_keyword_case__t023,sql_keyword_case,True,False,False,,fake_decision,,0,1
sql_keyword_case__t024,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,3,6
sql_keyword_case__t025,sql_keyword_case,True,False,False,,fake_decision,,0,9
sql_keyword_case__t026,sql_keyword_case,True,False,False,,fake_decision,,0,4
sql_keyword_case__t027,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t028,sql_keyword_case,True,False,False,,fake_decision,,0,7
sql_keyword_case__t029,sql_keyword_case,True,False,False,,fake_decision,,0,9
sql_keyword_case__t030,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t031,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t032,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t033,sql_keyword_case,False,False,False,invalid,fake_decision invalid,invalid,2,8
sql_keyword_case__t034,sql_keyword_case,False,False,False,fake_decision,fake_decision wrong_task,fake_decision,5,16
sql_keyword_case__t035,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t036,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t037,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t038,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t039,sql_keyword_case,False,False,False,fake_decision padding,fake_decision,fake_decision,3,7
sql_keyword_case__t040,sql_keyword_case,False,False,False,fake_decision,fake_decision wrong_task,fake_decision,2,6
sql_keyword_case__t041,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t042,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t043,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,2,7
sql_keyword_case__t044,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t045,sql_keyword_case,True,False,False,,fake_decision,,0,12
sql_keyword_case__t046,sql_keyword_case,True,False,False,,fake_decision,,0,3
sql_keyword_case__t047,sql_keyword_case,False,False,False,padding wrong_task,fake_decision padding,padding,3,11
sql_keyword_case__t048,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t049,sql_keyword_case,True,False,False,,fake_decision,,0,18
sql_keyword_case__t050,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,4,5
sql_keyword_case__t051,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t052,sql_keyword_case,True,False,False,,fake_decision,,0,14
sql_keyword_case__t053,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,1,10
sql_keyword_case__t054,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,1,2
sql_keyword_case__t055,sql_keyword_case,False,False,False,fake_decision,fake_decision family_rule,fake_decision,1,6
sql_keyword_case__t056,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t057,sql_keyword_case,False,False,False,padding,fake_decision,,1,14
sql_keyword_case__t058,sql_keyword_case,True,False,False,,fake_decision,,0,5
sql_keyword_case__t059,sql_keyword_case,False,False,False,padding,fake_decision wrong_task,,1,6
sql_keyword_case__t060,sql_keyword_case,True,False,False,,extra_change fake_decision,,0,21
sql_keyword_case__t061,sql_keyword_case,False,False,False,fake_decision padding,fake_decision,fake_decision,3,3
sql_keyword_case__t062,sql_keyword_case,True,False,False,,fake_decision,,0,4
sql_keyword_case__t063,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t064,sql_keyword_case,True,False,False,,fake_decision,,0,23
sql_keyword_case__t065,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t066,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,3,7
sql_keyword_case__t067,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t068,sql_keyword_case,False,False,False,inconsistent_convention padding,extra_change fake_decision,,2,8
sql_keyword_case__t069,sql_keyword_case,False,False,False,fake_decision,fake_decision wrong_task,fake_decision,3,18
sql_keyword_case__t070,sql_keyword_case,False,False,False,invalid,fake_decision invalid scope_creep,invalid,1,8
sql_keyword_case__t071,sql_keyword_case,False,False,False,invalid wrong_task,invalid,invalid,3,4
sql_keyword_case__t072,sql_keyword_case,True,False,False,,fake_decision,,0,11
sql_keyword_case__t073,sql_keyword_case,True,False,False,,fake_decision,,0,22
sql_keyword_case__t074,sql_keyword_case,True,False,False,,fake_decision,,0,4
sql_keyword_case__t075,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,1,16
sql_keyword_case__t076,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t077,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,4,6
sql_keyword_case__t078,sql_keyword_case,True,False,False,,extra_change fake_decision,,0,9
sql_keyword_case__t079,sql_keyword_case,True,False,False,,fake_decision,,0,20
sql_keyword_case__t080,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t081,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t082,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t083,sql_keyword_case,True,False,False,,fake_decision,,0,5
sql_keyword_case__t084,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,1,3
sql_keyword_case__t085,sql_keyword_case,True,False,False,,fake_decision wrong_task,,0,11
sql_keyword_case__t086,sql_keyword_case,False,False,False,padding wrong_task,fake_decision scope_creep,,2,5
sql_keyword_case__t087,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,1,4
sql_keyword_case__t088,sql_keyword_case,False,False,False,fake_decision invalid wrong_task,fake_decision invalid wrong_task,fake_decision invalid wrong_task,3,17
sql_keyword_case__t089,sql_keyword_case,True,False,False,,fake_decision,,0,17
sql_keyword_case__t090,sql_keyword_case,False,False,False,fake_decision wrong_task,fake_decision invalid scope_creep,fake_decision,2,10
sql_keyword_case__t091,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t092,sql_keyword_case,True,False,False,,fake_decision,,0,14
sql_keyword_case__t093,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,5,10
sql_keyword_case__t094,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,1,9
sql_keyword_case__t095,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,4,6
sql_keyword_case__t096,sql_keyword_case,True,False,False,,fake_decision scope_creep,,0,17
sql_keyword_case__t097,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,3,8
sql_keyword_case__t098,sql_keyword_case,True,False,False,,fake_decision,,0,2
sql_keyword_case__t099,sql_keyword_case,False,False,False,fake_decision,fake_decision scope_creep,fake_decision,2,16
sql_keyword_case__t100,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t101,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,3,16
sql_keyword_case__t102,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t103,sql_keyword_case,False,False,False,fake_decision,fake_decision scope_creep,fake_decision,5,8
sql_keyword_case__t104,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,1,10
sql_keyword_case__t105,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,3,12
sql_keyword_case__t106,sql_keyword_case,True,False,False,,fake_decision,,0,12
sql_keyword_case__t107,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t108,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t109,sql_keyword_case,True,False,False,,fake_decision,,0,9
sql_keyword_case__t110,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t111,sql_keyword_case,True,False,False,,fake_decision,,0,4
sql_keyword_case__t112,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t113,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t114,sql_keyword_case,True,False,False,,fake_decision,,0,3
sql_keyword_case__t115,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t116,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,3,8
sql_keyword_case__t117,sql_keyword_case,False,False,False,padding wrong_task,extra_change fake_decision wrong_task,wrong_task,2,18
sql_keyword_case__t118,sql_keyword_case,True,False,False,,fake_decision,,0,4
sql_keyword_case__t119,sql_keyword_case,True,False,False,,extra_change fake_decision,,0,12
sql_keyword_case__t120,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,2,18
sql_keyword_case__t121,sql_keyword_case,True,False,False,,scope_creep,,0,3
sql_keyword_case__t122,sql_keyword_case,True,False,False,,fake_decision,,0,11
sql_keyword_case__t123,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t124,sql_keyword_case,True,False,False,,extra_change fake_decision,,0,6
sql_keyword_case__t125,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t126,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,4,10
sql_keyword_case__t127,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t128,sql_keyword_case,True,False,False,,fake_decision,,0,4
sql_keyword_case__t129,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,3,12
sql_keyword_case__t130,sql_keyword_case,True,False,False,,fake_decision,,0,5
sql_keyword_case__t131,sql_keyword_case,False,False,False,invalid,fake_decision invalid wrong_task,invalid,1,8
sql_keyword_case__t132,sql_keyword_case,True,False,False,,fake_decision,,0,20
sql_keyword_case__t133,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t134,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,3,6
sql_keyword_case__t135,sql_keyword_case,True,False,False,,fake_decision,,0,14
sql_keyword_case__t136,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t137,sql_keyword_case,True,False,False,,fake_decision,,0,16
sql_keyword_case__t138,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t139,sql_keyword_case,True,False,False,,fake_decision,,0,13
sql_keyword_case__t140,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,1,14
sql_keyword_case__t141,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t142,sql_keyword_case,True,False,False,,fake_decision,,0,7
sql_keyword_case__t143,sql_keyword_case,True,False,False,,fake_decision,,0,14
sql_keyword_case__t144,sql_keyword_case,True,False,False,,fake_decision scope_creep,,0,13
sql_keyword_case__t145,sql_keyword_case,True,False,False,,fake_decision scope_creep,,0,5
sql_keyword_case__t146,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,2,4
sql_keyword_case__t147,sql_keyword_case,True,False,False,,fake_decision,,0,14
sql_keyword_case__t148,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,2,10
sql_keyword_case__t149,sql_keyword_case,True,False,False,,fake_decision,,0,2
sql_keyword_case__t150,sql_keyword_case,True,False,False,,fake_decision,,0,20
sql_keyword_case__t151,sql_keyword_case,True,False,False,,fake_decision scope_creep,,0,5
sql_keyword_case__t152,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t153,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t154,sql_keyword_case,True,False,False,,extra_change fake_decision,,0,4
sql_keyword_case__t155,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,2,8
sql_keyword_case__t156,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,3,8
sql_keyword_case__t157,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t158,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t159,sql_keyword_case,False,False,False,fake_decision wrong_task,fake_decision invalid wrong_task,fake_decision wrong_task,2,14
sql_keyword_case__t160,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t161,sql_keyword_case,True,False,False,,fake_decision wrong_task,,0,3
sql_keyword_case__t162,sql_keyword_case,False,False,False,fake_decision wrong_task,fake_decision invalid,fake_decision,2,10
sql_keyword_case__t163,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t164,sql_keyword_case,True,False,False,,fake_decision,,0,10
sql_keyword_case__t165,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,2,10
sql_keyword_case__t166,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t167,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t168,sql_keyword_case,True,False,False,,fake_decision,,0,9
sql_keyword_case__t169,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t170,sql_keyword_case,False,False,False,padding,fake_decision,,3,5
sql_keyword_case__t171,sql_keyword_case,True,False,False,,fake_decision scope_creep,,0,13
sql_keyword_case__t172,sql_keyword_case,True,False,False,,fake_decision,,0,12
sql_keyword_case__t173,sql_keyword_case,True,True,True,,,,0,0
sql_keyword_case__t174,sql_keyword_case,True,False,False,,fake_decision scope_creep,,0,5
sql_keyword_case__t175,sql_keyword_case,True,False,False,,fake_decision,,0,4
sql_keyword_case__t176,sql_keyword_case,True,False,False,,fake_decision,,0,20
sql_keyword_case__t177,sql_keyword_case,True,False,False,,fake_decision,,0,4
sql_keyword_case__t178,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t179,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,2,4
sql_keyword_case__t180,sql_keyword_case,True,False,False,,fake_decision,,0,8
sql_keyword_case__t181,sql_keyword_case,False,False,False,fake_decision,fake_decision scope_creep,fake_decision,3,10
sql_keyword_case__t182,sql_keyword_case,True,False,False,,fake_decision,,0,16
sql_keyword_case__t183,sql_keyword_case,True,False,False,,inconsistent_convention scope_creep,,0,3
sql_keyword_case__t184,sql_keyword_case,True,False,False,,fake_decision scope_creep,,0,5
sql_keyword_case__t185,sql_keyword_case,True,False,False,,fake_decision,,0,14
sql_keyword_case__t186,sql_keyword_case,False,False,False,padding,fake_decision,,1,5
sql_keyword_case__t187,sql_keyword_case,True,False,False,,fake_decision scope_creep,,0,12
sql_keyword_case__t188,sql_keyword_case,True,False,False,,fake_decision,,0,18
sql_keyword_case__t189,sql_keyword_case,False,True,False,extra_change rename_collision,,,2,0
sql_keyword_case__t190,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,3,18
sql_keyword_case__t191,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t192,sql_keyword_case,True,False,False,,fake_decision,,0,4
sql_keyword_case__t193,sql_keyword_case,False,False,False,fake_decision wrong_task,fake_decision invalid,fake_decision,2,5
sql_keyword_case__t194,sql_keyword_case,False,False,False,fake_decision,extra_change fake_decision,fake_decision,4,8
sql_keyword_case__t195,sql_keyword_case,True,False,False,,fake_decision,,0,6
sql_keyword_case__t196,sql_keyword_case,True,False,False,,fake_decision,,0,3
sql_keyword_case__t197,sql_keyword_case,False,False,False,fake_decision,fake_decision scope_creep,fake_decision,2,22
sql_keyword_case__t198,sql_keyword_case,True,False,False,,fake_decision scope_creep,,0,11
sql_keyword_case__t199,sql_keyword_case,False,False,False,fake_decision,fake_decision,fake_decision,2,7
sql_keyword_case__t200,sql_keyword_case,True,False,False,,fake_decision,,0,8
trailing_commas__t001,trailing_commas,False,False,False,meaning_change padding,fake_decision meaning_change,meaning_change,3,2
trailing_commas__t002,trailing_commas,False,False,False,fake_decision meaning_change scope_creep,fake_decision meaning_change scope_creep,fake_decision meaning_change scope_creep,4,3
trailing_commas__t003,trailing_commas,False,False,False,fake_decision inconsistent_convention padding,inconsistent_convention,inconsistent_convention,5,1
trailing_commas__t004,trailing_commas,False,False,False,inconsistent_convention invalid meaning_change too_few_or_bunched,family_rule invalid meaning_change,invalid meaning_change,5,7
trailing_commas__t005,trailing_commas,False,False,False,padding,padding,padding,4,5
trailing_commas__t006,trailing_commas,False,False,False,fake_decision inconsistent_convention padding,fake_decision inconsistent_convention,fake_decision inconsistent_convention,4,2
trailing_commas__t009,trailing_commas,False,False,False,fake_decision inconsistent_convention padding,inconsistent_convention,inconsistent_convention,4,1
trailing_commas__t010,trailing_commas,False,False,False,fake_decision inconsistent_convention meaning_change padding,inconsistent_convention meaning_change,inconsistent_convention meaning_change,5,7
trailing_commas__t011,trailing_commas,False,False,False,fake_decision inconsistent_convention padding,inconsistent_convention,inconsistent_convention,3,1
